EntryID	taxonomyID
G5E9A6	9606
Q4GYY0	185431
Q9VBS6	7227
P46559	6239
Q70EL3	9606
A0A384MTQ3	9606
P0C420	4530
Q5AKU5	237561
P49693	3702
Q8N682	9606
Q6WIH0	7955
P0C1A7	198628
Q8VZS7	3702
Q960A1	6239
Q5BJ56	8364
Q96DY2	9606
Q9ZQ18	3702
O02173	6239
Q8W4F0	3702
P9WHU1	83332
Q9VRU2	7227
Q969H0	9606
Q95YI5	7227
Q90ZM5	9031
Q8BIA3	10090
Q86BK4	7227
A4IJ41	3702
Q8VYL1	3702
Q12467	559292
P12114	6239
O15155	9606
Q88MI5	160488
O74325	284812
Q9ZSJ0	3702
F1QE34	7955
Q387T7	185431
Q9M2U3	3702
Q9FH16	3702
P9WG29	83332
B2RY11	10090
P83321	6687
Q8QFU8	7955
Q9D808	10090
Q8L5Y6	3702
Q0P8J1	192222
Q29011	9823
Q7TPM1	10090
P03610	329852
Q96AP4	9606
A0A1D8PIW0	237561
Q2KT22	7955
Q6QGE7	2695836
Q57UR4	185431
A0A2R8QNY0	7955
B4F7F1	10116
B4DZU5	9606
O14261	284812
Q9WU31	10090
B0BNM2	10116
O13318	237561
P39735	559292
P0CW46	39152
Q9Y6A2	9606
Q0E7J8	284812
O04608	3702
P36097	559292
Q5APD4	237561
Q8N5H7	9606
Q9P6K9	284812
B3DH44	7955
Q9ZSJ6	3702
P12684	559292
Q6I9W9	9606
P0C054	83333
Q39609	3055
Q6DHD7	7955
P54278	9606
Q16586	9606
P63255	10116
P84262	298395
Q57UU7	185431
P0AER0	83333
Q80WW9	10090
O97244	36329
P07954	9606
Q8IJ11	36329
P36877	10116
Q95T18	7227
A0A1B0GRL8	10090
P29965	9606
Q27957	9913
P0A6I9	83333
Q8IRM6	7227
O54851	10090
Q13335	9606
E9PZP8	10090
Q9UUM2	284812
P0CK52	82830
Q57XJ4	185431
Q5T457	9606
P86158	156871
Q2NL82	9606
A0MWD1	89462
Q9VFS1	7227
A0A8I5ZPK6	10116
A0A0S2Z545	9606
Q7JQ32	7227
Q96CM3	9606
F1QAS7	7955
Q8A3A5	226186
Q5JW30	9606
Q6FY13	284593
Q07821	559292
Q68FE2	10090
Q99M04	10090
Q38AV7	185431
P39410	83333
Q91ZZ3	10090
O14026	284812
Q76NU3	44689
Q66IC8	7955
A0A140VK08	9606
A0A8I6AJP7	10116
A0A0K3AR81	6239
Q95QG4	6239
Q582N6	185431
Q8T9L5	7227
P79135	9913
H9L9E5	46385
E9PFG7	9606
Q96E35	9606
F7EUL0	10116
Q59E04	7227
Q57XH9	185431
A0JMI1	7955
Q9LZP8	3702
Q9W501	7227
P18122	4577
Q95TL8	7227
Q4FIV6	7955
O43678	9606
Q8UUR2	9031
Q6A333	3702
A2SZ58	7955
Q9C6K4	3702
Q384C0	185431
A1ZBH8	7227
Q94EH2	3702
F1QMB9	7955
Q8LPA2	39947
Q8CCK0	10090
Q8W4E7	3702
Q6NSJ2	9606
P0DOJ9	1891730
O74689	227321
O95294	9606
Q8YP05	103690
A8DYH2	7227
Q9LRW6	3702
O88685	10090
Q9M9C5	3702
Q9ZNS6	3702
Q5VUJ6	9606
O13689	284812
Q47685	83333
Q9VBX5	7227
P56564	10090
E9QBA7	7955
P0ABJ6	83333
P48610	7227
A0A8I6A900	10116
Q9V444	7227
Q9NTX7	9606
H0YD65	9606
Q10CI8	39947
O60939	9606
P0C765	652953
E9PG35	9606
R4GEF3	7955
P37267	559292
E1JGQ3	7227
P0ADJ3	83333
P04797	10116
Q1LZ51	10116
O14057	284812
P9WNZ5	83332
O80339	3702
Q2F6K0	110450
P11019	9913
Q8SYK5	7227
C0LTL9	457432
Q9WUT3	10090
Q9UXC2	273057
E9PUL5	10090
C9JA69	9606
Q5PRA5	7955
Q84JH9	3702
Q8MSK0	7227
Q4ACW9	9606
A0A3B3IU45	9606
Q8GUG7	3702
Q42139	3702
F4I6M1	3702
P76535	83333
P62908	10090
Q77NN4	341980
Q7M725	10090
P63321	10090
A0A0B4K7Y9	7227
Q1D1W0	246197
B7Z4J8	9606
Q9UTN9	284812
Q24537	7227
E9QIY1	7955
Q923Y9	10116
Q581Y9	185431
P53215	559292
P11940	9606
C4NAP3	7227
Q6H8Q1	9606
G5EFY1	6239
C0HLN7	212266
Q72CB5	882
A2BFP6	7955
A0A060XWG0	8022
C9D7D0	9606
P31212	4113
Q9HDU2	284812
Q09131	3847
B3H7K2	3702
Q5B6G6	227321
O16242	6239
Q59MN0	237561
Q9SIS7	3702
Q2GIY3	212042
P35278	10090
Q6FLR5	284593
P30632	6239
Q966J6	6239
Q9FIR9	3702
P9WGR1	83332
O69636	83331
B2R6J3	9606
Q9C6D2	3702
O94542	284812
Q6P7D0	10116
J9VT45	235443
Q9CAL2	3702
Q9RPX9	204722
Q8H186	3702
Q9SZZ8	3702
O15078	9606
Q920N5	10029
Q6QUY1	7955
Q8NRR8	196627
A0A0H2UNG3	170187
P53405	7955
F8W8Z9	9606
Q64267	10090
P41216	10090
Q9H0A6	9606
P12018	9606
Q7JPR9	7227
G1T837	9986
P10412	9606
Q96I26	9606
A8MZH8	9606
Q3UN04	10090
P59723	7955
O77238	7227
Q9C037	9606
Q6NY79	7955
O74700	559292
D3YTF8	9606
Q7L5A3	9606
Q78E14	10116
A0A2R8QFC1	7955
Q90830	9031
Q8IUH3	9606
A8K517	9606
Q9UTB3	284812
Q3HS82	10116
Q9JJS0	10090
Q9XWJ1	6239
Q9VAJ1	7227
Q0E8U7	7227
C9JEM7	9606
Q5ATP7	227321
Q06624	559292
F1RDI9	7955
G8BID5	578454
P25558	559292
A9YF60	4072
Q9M884	3702
Q8RLX0	115852
Q9XTB2	6239
Q07666	9606
Q01804	9606
A0A0R4IHF6	7955
Q2L6Y5	6239
Q4QL77	281310
Q9AAR6	190650
Q5QPE5	9606
A0A0H3LDV7	652616
F1MYR9	9913
Q8IM28	36329
Q01958	294381
Q99JJ1	10090
B5THE2	10090
I3L383	9606
Q8LCW9	3702
D6XEI2	185431
P64599	83333
O00570	9606
Q10MW6	39947
A0A0B4JDB5	7227
Q8QFU0	7955
Q54RK5	44689
Q9VYG2	7227
P02781	10116
P25524	83333
Q9ULU4	9606
A0A1W2PQP6	9606
Q38DC5	185431
Q79AD2	615
Q5RGG3	7955
Q09254	6239
A0A0G2K6D0	10116
P18065	9606
Q9CAN4	3702
Q3LI73	9606
A0A024RD41	9606
J3QLD1	9606
Q9LJB9	3702
M0QX85	9606
Q2PEN8	35717
O15069	9606
A7MBH5	9913
Q9Y618	9606
Q7TSF0	10090
A4QP10	7955
O74805	284812
O00159	9606
O14713	9606
P9WNA7	83332
Q9CQN6	10090
O14003	284812
Q9W2S1	7227
P42222	559292
Q38BU5	185431
P04441	10090
P43256	3702
Q86WX3	9606
Q8C3Q5	10090
Q9C6I7	3702
P9WKI9	83332
F1Q734	7955
P30429	6239
P51649	9606
Q6PJP8	9606
Q2ACD8	9031
Q12122	559292
Q62611	10116
A0A0A6YY44	10090
Q8LSP3	39947
Q9Z2R2	10090
E0SC32	198628
Q8TDN6	9606
Q8T0C2	7227
C6KSR7	36329
P51608	9606
Q9AT76	3702
P9WJJ1	83332
B1AL79	9606
F8WFD2	9606
P9WF67	83332
Q402F3	4097
Q80XF7	10116
P40229	3702
Q01546	9606
Q7D2R8	176299
Q9SJ20	3702
Q6IQJ1	7955
P40168	559292
Q24510	7227
Q86P82	7227
Q2F6M6	29689
Q385Q5	185431
Q9XEX2	3702
X1WCM8	7955
Q9BXI2	9606
Q08003	559292
Q6EIG7	9606
P9WJZ7	83332
Q3HWX0	9031
Q969Y2	9606
Q5A1E0	237561
O75840	9606
Q7KWU0	44689
P73091	1111708
Q12379	559292
P34482	6239
Q9D385	10090
P0A9A9	83333
Q9R1N3	10116
X1WC29	7955
H0YWU3	59729
P63055	10116
Q9CZX2	10090
Q05957	3570
Q9VGD2	7227
Q4TU14	3702
P52435	9606
Q9FZE1	3702
Q7T6S2	694009
Q7ZVV7	7955
H2KY90	6239
Q9UU76	284812
B3KX59	9606
Q28283	9615
M9NFA6	7227
Q8IMG1	7227
Q38CD0	185431
Q1HPK4	7091
A0A1J1DL12	6954
O14417	284812
A0A0H3MHH0	471472
Q9W326	7227
Q55GV3	44689
Q967Y4	31286
Q9XFJ8	4577
Q582J1	185431
Q08932	559292
Q9GRT1	5665
P47872	9606
P42357	9606
Q38AX4	185431
Q21360	6239
Q9USW5	284812
Q9UNK9	9606
Q02045	9606
Q9C835	3702
H2KYI3	6239
G3V5X4	9606
Q4KPD0	7955
P32451	559292
P59833	3702
Q8GWK7	3702
A0A0K0KIB0	8022
A0A2R8QU45	7955
Q9CYH2	10090
F1R452	7955
Q9VZZ4	7227
Q8TBA6	9606
M9MRT5	7227
Q385T3	185431
M9PDB0	7227
Q57VT1	185431
Q83884	524364
F1R2U7	7955
Q9V399	7227
P32784	559292
B7YZU5	7227
Q8R500	10116
Q9Y296	9606
Q47534	83333
P15735	9606
Q961X2	7227
Q7LBC6	9606
P98072	9913
P08178	83333
Q9VUS6	7227
Q8HXG5	9913
Q8WRE7	5691
Q384A6	185431
Q09917	284812
Q4G5U7	7955
Q9U1M8	44689
M9PGV0	7227
Q9W2P0	7227
C6KYS2	34553
P32644	559292
Q9L9E5	193462
Q6P5X7	9606
Q9UL18	9606
P26600	4081
P17693	9606
D6RIC3	9606
Q9D855	10090
P61205	10090
P47896	9541
K7DY84	7955
M0R907	10116
Q8VBS7	10090
Q9DBA9	10090
A8E0W8	7955
P48365	559292
O35054	10090
A1L1L6	10116
Q86UN6	9606
Q874R3	284812
Q9UKN7	9606
P9WPG7	83332
Q2TJH9	10090
Q2F947	39947
Q7K025	7227
E9PHN7	9606
Q5VT52	9606
Q0WVV0	3702
P35209	559292
E7FBJ1	7955
Q9M7N6	4081
A0Q7H3	401614
Q9R155	10090
A0A1B0GT25	10090
Q9XWU8	6239
Q86UA6	9606
Q9JM14	10090
A0A2R8QQG2	7955
Q95SP7	7227
O74337	284812
P54703	44689
Q54GD5	44689
P48526	559292
Q00798	31273
Q9ZGH1	54571
A0A8I5ZJK4	10116
Q5K4K5	3635
A0A4X1WD80	9823
Q90474	7955
A0A0C9S461	6943
A1Z198	10090
F4K124	3702
Q5TUF1	7165
O43980	5802
Q561T3	7955
J3QNK9	10090
Q04399	559292
Q1W1Y2	7955
Q659C4	9606
Q38D42	185431
Q7KV90	7227
O96011	9606
Q8MRG6	7227
Q9VXZ2	7227
Q4G0P3	9606
F2XFA8	3332
P24207	83333
Q389W4	185431
Q04174	559292
Q9P7Z6	284812
A0A1W2PNR0	9606
Q0II00	7955
O14252	284812
Q5H9M0	9606
P12388	10090
E9QG28	7955
O60488	9606
Q8VFV6	10090
P24272	668
Q96KE9	9606
M9PFD4	7227
Q95SU9	7227
Q35315	39947
Q4QRE8	7955
P77214	83333
P96874	83332
U3JAI7	7955
Q08581	559292
Q5XF03	3702
Q9LUS2	3702
Q8VZ73	3702
P29477	10090
A0A348AUW1	1840584
Q60429	10029
Q8RWY1	3702
Q5AFN8	237561
Q9LYT7	3702
Q3URR4	10090
Q8JHI7	7955
H0YKL4	9606
Q9Y4C2	9606
O22873	3702
Q8RWS4	3702
P10927	10665
Q920B6	10116
P52569	9606
P08733	10116
P9WFL5	83332
Q0E965	7227
O18282	6239
P0A9K9	83333
O08808	10090
A0A1D8PH51	237561
P56857	10090
F1QUC2	7955
Q32KD2	7227
Q9H972	9606
J3QLJ5	9606
Q9VI63	7227
Q76JQ2	10116
Q96S96	9606
P04386	559292
Q9Y6D9	9606
P54121	3702
Q9I594	208964
Q99JV1	10090
O35623	10090
Q8TEB9	9606
O87008	292
P9WNC9	83332
P53020	6239
A0A024QZI1	9606
A0A0J9YJF1	7955
Q96K49	9606
Q8CGP4	10090
O24653	3702
P48008	284812
F1LN63	10116
Q86WS3	9606
Q57Y61	185431
F2Z293	3562
O61827	6239
Q9FLU9	3702
Q388W9	185431
A0A384NL00	9606
Q6CVQ9	284590
Q4QAU9	5664
Q6NXR0	9606
Q6NSN6	7955
Q6MFY6	10116
A0A2R8Q022	7955
P47035	559292
Q9ZQN7	3702
Q57XX0	185431
Q9NWS9	9606
Q95142	9913
Q6VLX2	9913
P09321	10116
O42916	284812
Q9VYK5	7227
Q9M266	3702
Q9Z307	10090
Q5SRR4	9606
Q91YR5	10090
Q9BYN8	9606
R9R6C7	7955
Q8INV7	7227
A1L4Q0	9606
B5ME19	9606
P04808	9606
P45522	83333
P24933	28285
Q9VNU2	7227
Q38AZ9	185431
A0A384ME24	9606
Q9NQ36	9606
Q7Z6K5	9606
P52892	559292
P11915	10116
P30085	9606
Q8K3Y7	10116
P48614	10090
O73784	7955
Q9NVT9	9606
Q5U071	9606
P0C515	39947
Q2U480	510516
P40241	10116
Q05934	559292
Q1JPL4	3702
A0A1D8PHR9	237561
E7EY31	7955
P76092	83333
P48794	10090
E9QJL6	7955
P32926	9606
P0C2B7	9913
Q9LM33	3702
Q15822	9606
Q8IW36	9606
F2YGU2	9606
Q7KQK8	36329
F4JA85	3702
Q6DC15	7955
Q9ER63	10090
Q147Z0	10090
Q57ZY8	185431
A0A2R8RK27	7955
E9PY03	10090
Q38CZ2	185431
Q9SD71	3702
Q9BWG1	9606
D7SFK1	6239
Q4TT61	9606
Q0PDK2	6239
A8E5P0	7955
Q55247	1111708
Q388D7	185431
Q4WWF5	330879
P16125	10090
Q58VP7	45385
Q03654	559292
Q53726	93061
Q2Q3W1	7227
Q9JK23	10090
Q9M2R0	3702
Q9FKL2	3702
P51575	9606
Q96DB5	9606
Q9NRX5	9606
Q8I0B8	7227
A9JTF5	7955
P56795	3702
Q8TE23	9606
P36553	83333
Q6YFQ2	9606
Q9NNX9	9606
P75089	272634
Q95T90	7227
Q0PF16	9544
Q3KK29	205922
B0V1I9	7955
Q56JH9	7227
Q9HT75	208964
A0A1L1QZI9	7955
Q9M1V3	3702
C8VQ62	227321
P19554	11691
F1QDH1	7955
E9PU64	10116
E3VWI7	29301
X5D778	9606
P84816	375434
Q9HU50	208964
Q00266	9606
Q98967	8018
Q9JL19	10090
Q38B26	185431
O55028	10090
O74319	284812
P19337	29347
A0A0A6YWM0	10090
Q2HIR7	3702
O21043	44689
B1AHC9	9606
P13605	9913
Q69YN4	9606
P03308	12114
A0A0B4KF97	7227
F1QFF1	7955
P14004	6956
Q9FEN9	3702
Q62388	10090
Q20775	6239
Q4GYG2	185431
F8WAN0	9606
Q719I0	9606
Q6FNU0	284593
Q8T3W6	7227
M9NEH9	7227
A0A0B4K669	7227
O64203	28369
Q9VG13	7227
B1AXV0	10090
Q19375	6239
Q7L576	9606
A0A2R8Q8Y3	7955
Q9LRZ5	3702
Q22707	6239
P10070	9606
P0AAE2	83333
Q8K1M6	10090
O05797	83332
O04474	3702
P28493	3702
Q10259	284812
Q9NYW8	9606
O42700	284812
Q8WR62	6454
Q8VY09	3702
Q8MQC8	6239
Q8L910	3702
Q6EN94	4536
K4C9E2	4081
Q9ESZ0	10116
P60570	10116
P32621	559292
Q7JQY8	7227
P14956	7227
Q75V57	39947
H0YNW1	9606
Q38B54	185431
D3GDK4	187623
Q61235	10090
A0A0S2Z5A5	9606
Q4KCD8	220664
Q9WTQ6	10116
Q76IQ4	8022
Q8HCM1	39947
P40471	559292
O95185	9606
Q9C7T7	3702
H7C2Z6	9606
Q9W4W6	7227
Q585V3	185431
A0A2R8RR02	7955
F4JXK3	3702
P45894	6239
O82392	3702
P53944	559292
Q6R0A6	3702
Q8N684	9606
C8CHL5	1714272
A7MBP4	7955
Q9PTK4	7955
P04535	10665
O75635	9606
Q9RR46	393133
Q98868	7955
I3ISI4	7955
Q1KZH6	7955
T1RRI5	1343917
Q86I44	44689
Q3ZT31	10090
Q8IFJ4	185431
P70303	10090
Q5QPM7	9606
P30740	9606
F4JRE0	3702
Q5R3F8	9606
X1WHF6	7955
O43323	9606
Q8I2F2	36329
Q8IK27	36329
Q16563	9606
Q7LGC8	9606
Q9H3S7	9606
C9IYM5	9606
Q9UST4	284812
D2TEB7	7955
O17386	6239
P29120	9606
Q8T6B8	44689
A0A8I6AB09	10116
P63155	10116
H3BUG0	9606
Q8R0S6	10090
Q8IGN3	7227
Q9JMH3	10090
Q57WD8	185431
A0A2R8QMN5	7955
Q381J3	185431
Q8CIE6	10090
Q9LTT3	3702
P32716	83333
Q5JN63	39947
L8AZT5	7955
E7EKH6	369515
A0A8I6A9B1	10116
A0JMK6	7955
Q03001	9606
Q9VX59	7227
Q96EK4	9606
E9Q6H8	10090
Q53SE3	9606
Q9Y468	9606
P86164	115422
Q924C6	10090
A0A2R8QAL8	7955
X5DR79	9606
E2RED8	9615
Q2EHL9	714
A8WHB2	7955
E1BQI6	9031
I3LSZ1	9823
B4F7E7	10116
P06781	559292
E5KMK7	9606
P41534	9031
Q95UJ0	43137
Q04828	9606
Q38B75	185431
Q503Q1	7955
A0A191T6Q6	1334
F4JPT1	3702
F1QUJ8	7955
D3WAD3	254252
O94261	284812
Q8T8Q6	7227
O14521	9606
Q8I4C9	6239
A0A5F9ZHZ5	9606
A1Z7H2	7227
P42632	83333
Q92781	9606
Q8I5P0	36329
Q9XEE2	3702
P0ADL6	83333
Q76TK5	37296
P50230	10116
Q9PRP6	9031
Q9DC70	10090
Q9NWW7	9606
Q8R0Z5	10090
Q2UIZ6	510516
Q9SAK7	3702
O00462	9606
Q9LVD6	3702
Q24591	7227
O44953	6239
Q6MG61	10116
Q5SSJ5	9606
Q6DHR2	7955
Q9P2D0	9606
Q9ESH4	10090
Q55FX5	44689
A8JNI3	7227
B8AU84	39946
Q8TCX1	9606
Q9AST8	3702
O50455	83332
Q67DU8	10090
Q9VSL7	7227
X2JI61	7227
Q9U405	7227
Q7JUR6	7227
A0A0H3JX98	158878
O53505	83332
A5A627	83333
B6TTV8	4577
A1ZBR1	7227
P47051	559292
Q0JA75	39947
Q9LV91	3702
P17078	10116
Q944G8	3702
G5ECQ4	6239
Q4WLV5	330879
C9JZ20	9606
B1AUU8	9606
F2YHL2	4081
P59729	10090
A0A140LFQ8	7955
Q54DW7	44689
Q7KTN8	7227
Q61865	10090
B1AQ74	9606
Q03835	559292
Q8K4Z3	10090
Q9NQW6	9606
A0A0P0XGL9	39947
A0A0A0MRT2	9606
Q8I8H9	7227
Q96FX8	9606
A5Z2W6	6239
Q9W171	7227
G3V7P2	10116
F1MAR6	10116
P16975	10116
Q6TNV4	7955
B7Z088	7227
G0Z414	27978
I3WAC9	9606
P20425	44689
G5EE12	6239
Q95RT8	7227
Q9BRI3	9606
Q6PBW6	7955
P34138	44689
Q8K136	10090
Q9S9N5	3702
P07987	51453
Q8N3V7	9606
Q05863	559292
Q9U283	6239
Q9W0G1	7227
P30823	10116
Q0R5T2	9913
Q9LF33	3702
O74540	284812
Q9VHD2	7227
Q383Q8	185431
O82357	3702
Q9I6M5	208964
Q9VPT5	7227
Q8AW31	7955
P24643	9615
E9QEH8	7955
Q97U30	273057
Q966A0	6239
Q7LV45	5059
A4JYL6	7955
Q9VBZ9	7227
G5ECT0	6239
Q9BSW7	9606
Q5U2W9	10116
Q5EBH1	10090
Q8I3I0	36329
Q8BZ32	10090
Q86AT9	44689
D3ZFJ6	10116
E7F299	7955
A0A024R7T3	9606
Q5T9Q8	9606
Q46857	83333
O43143	9606
A0A178UNB2	3702
F8VR31	9606
Q24328	7227
P95227	83332
P53330	559292
A0A178WMH3	3702
E9AFP5	5664
Q8NHT4	9606
E1JH44	7227
Q96S79	9606
E9PLN8	9606
Q9M1V5	3702
Q38FK9	185431
P74227	1111708
P21279	10090
Q2TAL6	9606
Q9JJH7	10090
Q9W3W8	7227
F4HZG9	3702
Q8N187	9606
D2Z024	1914
Q3UXU9	10090
X1WDB5	7955
P76347	83333
Q96B33	9606
Q9AWB2	3847
Q93149	6239
Q6B516	44689
P38636	559292
P00784	3649
P9WEW3	1108849
O35668	10090
O74923	284812
Q8WVV4	9606
Q93727	6239
P03681	10756
P46108	9606
Q2YN92	359391
P49598	3702
A0A0H2UQD6	170187
Q386K5	185431
Q7JQF6	7227
Q62057	10090
O64470	3702
O94695	284812
D3DUQ6	9606
Q7XA83	3702
B7Z0X1	7227
Q86W11	9606
Q9VM02	7227
A7N805	2902295
O35767	10116
Q9FE79	3702
Q60446	10029
P27809	559292
Q9GV82	7227
Q8IR95	7227
Q8VI75	10090
A0A161AUI4	7955
O45717	6239
R4GN98	9606
P03421	11259
O42948	284812
Q9P3W1	284812
E9QGZ9	7955
Q1MTC0	7955
Q4QEX6	5664
Q7JNE2	7227
Q70IA6	9606
A9RNY0	3218
Q08E77	9606
